UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
30	423
0	426
0	11
29	73
0	0
38	363
21	0
96	16
1	16
499	15
0	10
13	53
18	165
0	74
0	3
9	126
284	12
2	0
14	2
0	5
0	0
199	7
8	0
235	671
211	8
15	65
72	18
92	105
12	236
1	13
160	1
102	1
11	0
0	0
13	88
31	323
68	327
40	2
2	104
20	85
459	10
1509	33
310	9
0	24
0	2
0	5
45	1
31	0
73	15
13	21
53	18
0	0
13	0
343	1
0	287
120	2
0	225
369	9
179	2
0	0
71	264
0	423
255	277
249	0
96	67
280	0
186	3
136	2
169	2
211	2
98	0
249	1
102	2
494	13
80	0
179	6
54	0
71	0
59	0
0	0
55	9
72	0
106	0
0	0
145	0
183	0
51	1
0	0
3	0
40	2
113	7
23	4
8	0
69	1
26	0
35	0
136	0
32	287
55	228
20	426
1	11
8	72
0	0
14	365
0	16
5	10
103	54
1	162
8	74
0	3
20	126
0	0
0	670
40	65
0	236
0	13
0	0
0	88
2	323
0	327
0	104
0	85
0	24
60	1
179	4
415	0
185	6
425	3
68	1
59	3
4	0
41	0
0	0
81	1
168	1
294	67
112	4
317	9
0	2
0	12
0	34
0	33
0	87
0	30
0	0
0	2
0	32
0	31
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
5	1
0	14
0	0
0	14
0	3
0	3
0	3
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	41
0	40
0	39
0	38
0	2
0	51
0	51
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
26	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	7
0	33
0	5
11	30
0	7
0	7
4	4
0	5
0	4
0	30
8	40
0	17
0	28
0	31
0	19
0	0
0	31
0	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	4
0	5
0	0
0	4
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
136	2519
15	2118
8	1684
1	669
0	305
1	2229
0	0
0	0
0	0
0	0
0	0
0	0
0	16
0	16
0	0
0	11
0	34
0	33
0	87
