UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	218
0	248
9	3
72	82
0	0
100	546
19	2
70	7
5	18
381	15
0	15
13	23
33	119
0	42
0	0
9	134
172	2
8	2
11	3
1	0
0	0
174	4
21	0
86	470
176	11
0	58
106	7
119	75
25	260
0	11
133	2
81	2
5	0
0	0
12	95
12	305
33	326
22	0
10	135
14	73
455	12
427	4
380	11
0	77
0	0
5	1
76	2
8	0
86	4
10	6
22	6
0	0
25	0
186	4
0	264
170	2
0	383
441	12
279	5
2	0
86	110
0	218
96	108
329	5
108	29
189	4
225	0
111	4
192	1
238	0
63	0
363	9
91	1
458	5
131	4
207	5
116	11
48	1
68	2
0	0
97	2
119	0
105	0
0	0
216	3
279	0
55	0
0	0
24	0
59	1
165	17
62	17
3	0
80	1
24	2
62	2
121	2
46	265
97	384
3	249
0	3
0	79
0	0
0	546
0	18
1	15
49	23
15	119
4	42
1	1
20	135
0	2
73	470
69	60
0	260
0	11
0	0
0	95
0	305
0	325
0	134
0	73
9	77
71	0
166	2
216	3
230	6
228	3
121	2
62	0
2	0
118	1
0	0
54	0
150	8
173	29
99	4
249	2
0	3
0	9
0	28
0	28
0	76
0	19
0	1
0	0
0	26
0	26
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	8
0	0
0	0
0	0
0	0
3	4
0	14
0	0
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	37
0	37
0	35
0	35
0	2
0	41
0	41
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
7	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	27
0	25
0	16
0	1
0	25
0	25
0	0
0	12
0	4
0	8
0	4
0	6
0	6
0	3
0	7
0	5
0	6
0	4
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
113	2532
8	2069
2	1582
2	693
0	339
4	2215
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	13
0	0
0	11
0	30
0	30
0	78
0	19
