UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	72
0	569
7	8
0	34
2	6
71	337
31	1
54	25
8	52
603	23
0	7
22	79
16	196
0	80
1	3
5	100
138	7
4	0
29	4
0	1
0	0
159	1
37	0
106	434
33	2
32	167
60	26
242	251
0	569
0	42
118	2
130	6
0	0
0	2
68	447
0	586
0	806
34	2
33	338
0	102
379	10
549	11
544	12
16	188
0	2
3	0
40	1
12	0
101	4
16	10
38	7
0	0
7	0
166	3
31	496
99	2
0	146
1038	31
502	16
1	0
75	58
0	72
0	57
255	3
148	51
247	2
135	4
392	10
253	12
224	4
79	2
339	11
60	1
267	3
78	7
143	2
71	0
282	1
69	2
0	1
25	0
74	1
282	6
0	0
108	0
209	7
28	0
13	0
10	0
58	0
132	10
48	3
13	0
73	0
43	0
23	1
140	1
54	495
22	147
14	569
0	8
38	36
0	6
0	337
0	51
0	8
183	81
14	196
8	80
1	3
15	100
0	0
0	434
152	168
23	570
13	43
0	2
0	447
44	588
125	808
0	337
16	102
0	186
111	2
77	0
249	0
190	8
194	4
54	4
99	0
3	0
95	3
0	0
71	1
170	3
217	50
151	5
498	22
0	6
0	15
0	27
0	34
0	109
0	22
0	9
0	1
0	23
0	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
6	9
0	13
0	1
0	9
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	27
0	33
0	23
0	29
0	0
0	37
0	37
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
3	4
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	15
0	24
0	27
0	13
0	9
0	26
0	20
0	0
0	2
0	0
0	1
0	0
0	1
0	1
0	0
0	1
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
85	1954
9	1622
6	1214
0	525
2	260
3	1685
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	10
0	0
1	16
0	28
0	35
2	110
