	count	sampletype
Activated_CD4_Rep1	0.5	Activated_CD4
Activated_CD4_Rep2	0.5	Activated_CD4
Activated_CD4_Rep3	1.48813744292671	Activated_CD4
Activated_CD8_Rep1	2.27960596789143	Naive_CD4
Activated_CD8_Rep2	0.5	Naive_CD4
Activated_CD8_Rep3	3.93428303811409	Naive_CD4
Naive_CD4_Rep1	0.5	Activated_CD8
Naive_CD4_Rep2	1.69357218665603	Activated_CD8
Naive_CD4_Rep3	0.5	Activated_CD8
Naive_CD8_Rep1	0.5	Naive_CD8
Naive_CD8_Rep2	0.5	Naive_CD8
Naive_CD8_Rep3	0.5	Naive_CD8
