UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
25	424
0	490
12	30
136	179
0	0
155	873
26	0
163	55
21	75
584	17
0	19
42	88
60	255
0	143
3	3
14	229
325	13
1	4
24	4
0	13
0	4
290	6
56	1
151	1144
286	1
0	217
177	59
337	258
71	791
13	45
434	10
233	6
7	0
0	0
23	155
91	884
142	875
213	2
25	225
27	133
846	9
573	13
1221	18
0	300
0	0
0	4
67	16
25	0
75	16
14	22
61	18
0	0
2	0
199	0
1	635
449	5
0	721
898	7
386	4
1	0
131	221
0	424
159	231
525	10
89	65
309	1
395	5
192	1
334	5
248	0
139	1
399	3
62	0
633	3
196	0
434	3
99	7
61	0
91	0
0	0
151	1
179	0
162	7
0	0
321	0
404	1
68	2
5	0
15	0
148	0
266	22
98	18
6	0
61	0
24	0
69	3
79	3
96	635
123	721
9	490
0	30
0	178
0	0
0	873
0	73
3	19
121	90
13	253
7	143
0	3
35	232
0	0
126	1145
191	217
0	791
0	45
0	0
0	152
0	884
0	875
0	219
0	133
14	303
164	4
223	2
127	4
308	11
291	7
132	7
93	0
0	0
193	2
0	0
119	3
395	12
269	68
219	1
497	6
0	0
0	26
0	68
0	59
0	166
0	39
0	6
0	5
0	61
0	58
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
17	7
1	9
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	73
0	64
0	66
0	63
0	0
0	121
0	121
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	1
0	0
0	0
0	1
0	1
0	1
0	2
0	2
0	24
0	50
0	52
0	32
0	6
0	52
0	51
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
46	1308
2	1086
3	833
0	343
0	196
0	1128
0	0
0	0
0	0
0	0
0	0
0	0
0	33
0	33
0	0
0	25
0	68
0	59
6	166
